movie_id,imdb_id,movie_title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
1726,119925,The Postman,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,119314,The Horse Whisperer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1728,120521,The Winter Guest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,119396,Jackie Brown,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1730,119485,Kundun,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,119718,Mr. Magoo,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1732,118715,The Big Lebowski,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,118566,Afterglow,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1734,119590,Ma vie en rose,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,119223,Great Expectations,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1739,118539,3 Ninjas: High Noon at Mega Mountain,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1740,119655,Men of Means,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,119988,Caught Up,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1744,120670,Firestorm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1746,120820,Senseless,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1747,120885,Wag the Dog,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,118929,Dark City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1749,116845,The Leading Man,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1750,120478,Star Kid,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1752,120696,Hard Rain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1753,120693,Half Baked,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,119099,Fallen,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1755,120122,Shooting Fish,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1756,118643,The Prophecy II,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1757,112913,墮落天使,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1759,119815,"O Que é Isso, Companheiro?",1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1760,120185,Spice World,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1762,118956,Deep Rising,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1767,119734,Music from Another Room,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1769,120008,The Replacement Killers,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1770,120594,B. Monkey,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1771,119784,The Night Flier,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1772,118747,Blues Brothers 2000,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1773,114690,Tokyo Fist,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1777,120888,The Wedding Singer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1779,120184,Sphere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1780,118662,Ayn Rand: A Sense of Life,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,120782,Palmetto,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
1784,119822,As Good as It Gets,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1785,99939,King of New York,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1788,119656,Men with Guns,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,119594,Twilight,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1792,120873,U.S. Marshals,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1793,120491,Welcome to Woop Woop,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1794,119574,Love and Death on Long Island,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1795,112619,El Callejón de los Milagros,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,140282,In God's Hands,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,120661,Everest,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,118744,Hush,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1799,120241,Suicide Kings,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1801,120744,The Man in the Iron Mask,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,120769,The Newton Boys,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,120890,Wild Things,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1806,125454,Paulie,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1807,120642,"A Cool, Dry Place",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1809,119250,はなび,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,119942,Primary Colors,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,119780,"Niagara, Niagara",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1812,120510,Wide Awake,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1814,120793,A Price Above Rubies,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1816,124179,Two Girls and a Guy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1817,119560,No Looking Back,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1821,120772,The Object of My Affection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1822,120645,Meet the Deedles,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1824,119305,Homegrown,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1825,119905,The Players Club,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,120598,Barney's Great Adventure,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1827,124295,The Big One,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,118851,Chinese Box,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1831,120738,Lost in Space,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1832,119272,Heaven's Burning,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1833,120749,Mercury Rising,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1834,120176,The Spanish Prisoner,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1835,120632,City of Angels,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1836,120728,The Last Days of Disco,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1837,120773,The Odd Couple II,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,120765,My Giant,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1840,124718,He Got Game,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,119196,The Gingerbread Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1844,118819,Carne trémula,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1845,120906,Zero Effect,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1846,119792,Nil by Mouth,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,118755,The Borrowers,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1850,130019,"I Love You, Don't Touch Me!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1851,119508,Leather Jacket Love Story,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1852,118727,Love Walked In,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1853,118577,"An Alan Smithee Film: Burn, Hollywood, Burn",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,120723,Kissing a Fool,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1855,120725,Krippendorf's Tribe,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1856,138563,Kurt & Courtney,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1857,119987,The Real Blonde,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1858,117786,一個好人,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,120265,طعم گيلاس,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,119448,Karakter,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1861,118785,Budbringeren,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1862,120841,Species II,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1863,120742,Major League: Back to the Minors,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,120838,Sour Grapes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,141986,Wild Man Blues,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1866,120609,The Big Hit,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1867,120856,Tarzan and the Lost City,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,120610,Black Dog,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1870,118925,"Dancer, Texas Pop. 81",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1873,119683,Les Misérables,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1874,120211,Still Breathing,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1875,118866,Clockwatchers,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,120647,Deep Impact,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1878,120531,Woo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1879,125128,The Hanging Garden,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,119506,Lawn Dogs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,120800,Quest for Camelot,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1882,120685,Godzilla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1883,118798,Bulworth,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,120669,Fear and Loathing in Las Vegas,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,120777,The Opposite of Sex,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,131436,I Got the Hook Up,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,119053,Almost Heroes,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1888,119313,Hope Floats,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1889,119375,Insomnia,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1890,119547,Little Boy Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1891,120401,The Ugly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1892,120787,A Perfect Murder,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1893,116692,Jenseits der Stille,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,120828,Six Days Seven Nights,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1895,127723,Can't Hardly Wait,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1896,118894,Cousin Bette,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1897,139362,High Art,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1898,119494,The Land Girls,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1899,125980,Passion in the Desert,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,118849,بچه‌های آسمان,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1902,116141,Dream for an Insomniac,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1903,126938,Hav Plenty,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1904,122529,Henry Fool,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,119717,Mr. Jealousy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1907,120762,Mulan,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1909,120902,The X Files,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1910,126344,I Went Down,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,118998,Doctor Dolittle,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1912,120780,Out of Sight,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1913,73540,Picnic at Hanging Rock,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1914,120321,Smoke Signals,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,118789,Buffalo '66,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1917,120591,Armageddon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1918,122151,Lethal Weapon 4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1919,123987,Madeline,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1920,122718,Small Soldiers,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1921,138704,Pi,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1922,140688,Whatever,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,129387,There's Something About Mary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1924,52077,Plan 9 from Outer Space,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1925,18578,Wings,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1926,19729,The Broadway Melody,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1927,20629,All Quiet on the Western Front,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1928,21746,Cimarron,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1929,22958,Grand Hotel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1930,23876,Cavalcade,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,26752,Mutiny on the Bounty,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1932,27698,The Great Ziegfeld,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1933,29146,The Life of Emile Zola,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,30993,You Can't Take It With You,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1935,33729,How Green Was My Valley,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,35093,Mrs. Miniver,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1937,36872,Going My Way,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1938,37884,The Lost Weekend,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,36868,The Best Years of Our Lives,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1940,39416,Gentleman's Agreement,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1941,40416,Hamlet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,41113,All the King's Men,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,44672,The Greatest Show on Earth,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1944,45793,From Here to Eternity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1945,47296,On the Waterfront,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,48356,Marty,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1947,55614,West Side Story,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1948,57590,Tom Jones,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1949,60665,A Man for All Seasons,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1950,61811,In the Heat of the Night,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1951,63385,Oliver!,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1952,64665,Midnight Cowboy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,67116,The French Connection,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1954,75148,Rocky,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,79417,Kramer vs. Kramer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,81283,Ordinary People,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,82158,Chariots of Fire,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1958,86425,Terms of Endearment,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,89755,Out of Africa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,93389,The Last Emperor,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1961,95953,Rain Man,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,97239,Driving Miss Daisy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,65063,Take the Money and Run,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,67309,Klute,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1965,87995,Repo Man,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1966,100142,Metropolitan,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,91369,Labyrinth,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1968,88847,The Breakfast Club,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,89686,A Nightmare on Elm Street Part 2: Freddy's Revenge,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1970,93629,A Nightmare on Elm Street 3: Dream Warriors,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1971,95742,A Nightmare on Elm Street 4: The Dream Master,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1972,97981,A Nightmare on Elm Street 5: The Dream Child,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1973,101917,Freddy's Dead: The Final Nightmare,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1974,80761,Friday the 13th,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1975,82418,Friday the 13th Part 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1976,83972,Friday the 13th Part III,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1977,87298,Friday the 13th: The Final Chapter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1978,89173,Friday the 13th: A New Beginning,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1979,91080,Friday the 13th Part VI: Jason Lives,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1980,95179,Friday the 13th Part VII: The New Blood,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1981,97388,Friday the 13th Part VIII: Jason Takes Manhattan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1982,77651,Halloween,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1983,82495,Halloween II,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1984,85636,Halloween III: Season of the Witch,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1985,95271,Halloween 4: The Return of Michael Myers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1986,97474,Halloween 5: The Revenge of Michael Myers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1987,81383,Prom Night,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1988,93176,Hello Mary Lou: Prom Night II,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1989,98136,Prom Night III: The Last Kiss,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1990,105179,Prom Night IV: Deliver Us from Evil,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1991,94862,Child's Play,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1992,99253,Child's Play 2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1993,103956,Child's Play 3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1994,84516,Poltergeist,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1995,91778,Poltergeist II: The Other Side,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1996,95889,Poltergeist III,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1997,70047,The Exorcist,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1998,76009,Exorcist II: The Heretic,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1999,99528,The Exorcist III,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2000,93409,Lethal Weapon,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2001,97733,Lethal Weapon 2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,104714,Lethal Weapon 3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,87363,Gremlins,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2004,99700,Gremlins 2: The New Batch,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2005,89218,The Goonies,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,120746,The Mask of Zorro,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,119910,Polish Wedding,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,117898,"This World, Then the Fireworks",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,70723,Soylent Green,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2010,17136,Metropolis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,96874,Back to the Future Part II,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2012,99088,Back to the Future Part III,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2013,69113,The Poseidon Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,76054,Freaky Friday,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,54594,The Absent-Minded Professor,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016,78790,The Apple Dumpling Gang Rides Again,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2017,54649,Babes in Toyland,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2018,34492,Bambi,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,47478,七人の侍,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,94947,Dangerous Liaisons,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,87182,Dune,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,95497,The Last Temptation of Christ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,99674,The Godfather: Part III,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2024,102757,The Rapture,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2025,119558,Lolita,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2026,134619,Disturbing Behavior,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
